index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
704,Treatment,BECCA,Ever-Matte Poreless Priming Perfector,38,3.6,"Water, Magnesium Aluminum Silicate, Propylene Glycol, Phenoxyethanol, Methylparaben, Propylparaben, Butylene Glycol, Enantia Chlorantha Bark Extract, Oleanolic Acid.",1,0,0,1,0,High
713,Treatment,IT COSMETICS,Bye Bye Lines Serum™ Advanced Anti-Aging Wrinkle-Smoothing Miracle Concentrate,58,4.1,"Water, Cyclopentasiloxane, Cyclotetrasiloxane, Dimethicone, Isododecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Glycerin, Dimethicone/Vinyl Dimethicone Crosspolymer, Hexyl Laurate, Cyclohexasiloxane, Ozokerite, Peg-10 Dimethicone, Petrolatum, Sodium Chloride, Caprylyl Methicone, Cetyl Peg/Ppg-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Polysilicone-11, Caprylyl Glycol, Ethylhexylglycerin, Sorbitan Olivate, 1,2-Hexanediol, Butylene Glycol, Disodium Edta, Propylene Glycol, Vitis Vinifera (Grape) Seed Oil, Ubiquinone, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil, Sea Water, Punica Granatum Seed Oil, Persea Gratissima (Avocado) Oil, Orbignya Oleifera Seed Oil, Niacinamide, Mangifera Indica (Mango) Seed Butter, Coffea Arabica (Coffee) Seed Extract, Citrus Aurantium Dulcis (Orange) Oil, Citrus Grandis (Grapefruit) Peel Oil, Caffeine, Argania Spinosa Kernel Oil, Arbutin, Adenosine, Anthemis Nobilis Flower Water, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schizandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Illite, Betula Platyphylla Japonica Juice, Perfluorohexane, Hibiscus Sabdariffa Flower Extract, Caviar Extract, Snail Secretion Filtrate, Olea Europaea (Olive) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Chrysanthemum Indicum Flower Extract, Cholesteryl Chloride, Cholesteryl Isostearate, Cholesteryl Nonanoate, Alcohol, Arnica Montana Flower Extract, Alchemilla Vulgaris Extract, Ananas Sativus (Pineapple) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Pueraria Lobata Root Extract, Perfluorodecalin, Morus Alba Fruit Extract, Magnolia Kobus Bark Extract, Glycine Soja (Soybean) Sprout Extract, Diospyros Kaki Leaf Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Pentafluoropropane, Curcuma Longa (Turmeric) Root Extract, Achillea Millefolium Extract, Steareth-20, Marrubium Vulgare Extract, Phenoxyethanol, Gentiana Lutea Root Extract, Artemisia Absinthium Extract, Hydrogenated Lecithin, Veronica Officinalis Extract, Primula Veris Extract, Mentha Piperita (Peppermint) Leaf Extract, Melissa Officinalis Leaf Extract, Malva Sylvestris (Mallow) Extract, Hydrolyzed Hyaluronic Acid, Colloidal Oatmeal, Hydrolyzed Silk, Citric Acid, Potassium Sorbate, Sodium Benzoate, Algae Extract, Aloe Barbadensis Leaf Extract, N-Hydroxysuccinimide, Hydrolyzed Collagen, Caprylhydroxamic Acid, Tocopherol, Thiamine Hcl, Riboflavin, Retinyl Palmitate, Pantothenic Acid, Palmitoyl Oligopeptide, Niacin, Folic Acid, Chrysin, Carnitine Hcl, Biotin, Ascorbic Acid, Palmitoyl Tetrapeptide-7, Chlorhexidine Digluconate, Titanium Dioxide (Ci 77891), Mica (Ci 77019).",1,1,1,1,1,High
730,Treatment,PETER THOMAS ROTH,Therapeutic Sulfur Mask Acne Treatment Mask,47,4.6,"Water, Bentonite, Kaolin, Propylene Glycol, Talc, Glycerin, Aloe Barbadensis Leaf Juice, Zinc Oxide (Ci 77947), Polysorbate 20, Titanium Dioxide (Ci 77891), Carbomer, Fragrance, Sodium Hydroxide, Diazolidinyl Urea, Methylparaben, Propylparaben.",1,0,1,1,0,High
731,Treatment,ESTÉE LAUDER,Enlighten Dark Spot Correcting Night Serum,98,4.0,"Enlighten Dark Spot Corr Night Srm Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Isododecane , Polysilicone-11 , Butylene Glycol , Ascorbyl Glucoside , Peg-10 Dimethicone , Curcuma Longa (Turmeric) Root Extract , Morus Bombycis (Mulberry) Root Extract , Gentiana Lutea (Gentian) Root Extract , Cucumis Sativus (Cucumber) Fruit Extract , Scutellaria Baicalensis Root Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Yeast Extract/Faex/Extrait De Levure , Citrus Grandis (Grapefruit) Peel Extract , Oryza Sativa (Rice) Bran Extract , Salicylic Acid , Caffeine , Hydrolyzed Rice Bran Extract , Sodium Pca , Resveratryl Ferulate , Molasses Extract/Saccharum Officinarum/Extrait De Melasse , Polysorbate 20 , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Propylene Glycol Dicaprate , Sodium Hyaluronate , Sorbitan Sesquioleate , Helianthus Annuus (Sunflower) Seedcake , Xanthan Gum , Tocopheryl Acetate , Acetyl Glucosamine , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Caprylyl Glycol , Hydrolyzed Prunus Domestica , Dimethoxytolyl Propylresorcinol , Caprylic/Capric Triglyceride , Isohexadecane , Glycyrrhetinic Acid , Di-C12-18 Alkyl Dimonium Chloride , Peg-6 , Polysorbate 80 , Polymethyl Methacrylate , Fragrance , Sodium Hydroxide , Sodium Sulfite , Sodium Metabisulfite , Tromethamine , Hexylene Glycol , Silica , Dimethicone Silylate , Disodium Edta , Bht , Phenoxyethanol , Titanium Dioxide (Ci 77891) , Mica",0,0,0,0,0,High
733,Treatment,DR. JART+,Dermaclear™ Micro Milk Peel,42,4.4,"Water, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Squalane, Carthamus Tinctorius (Safflower) Seed Oil, Glycerin, 1,2-Hexanediol, PEG-6 Caprylic/Capric Glycerides, PEG-40 Glyceryl Cocoate, Cyclopentasiloxane , Butylene Glycol, Phenoxyethanol, Propanediol, Cyclohexasiloxane, Sodium Coceth Sulfate, Pyrus Malus (Apple) Fruit Water, Alcohol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Protease, Ethylhexylglycerin, Caprylyl Glycol, Cocos Nucifera (Coconut) Fruit Extract, Propylene Glycol, Glutathione, Lactic Acid, Lactobionic Acid, Panthenol, Salicylic Acid, Polyglutamic Acid, Sodium Hyaluronate, Ascorbic Acid, Citric Acid, Hibiscus Sabdariffa Flower Extract, Malic Acid, Tartaric Acid, Crataegus Monogyna Flower Extract, Potassium Sorbate, Sodium Benzoate, Viola Tricolor Extract.",1,1,1,1,1,High
747,Treatment,CLINIQUE,Acne Solutions Clear Skin System Starter Kit,28,4.0,"Water , Glycerin , Butylene Glycol , Sodium Methyl Cocoyl Taurate , Sucrose , Disodium Phosphate , Arginine Cocoate , Laminaria Saccharina Extract , Cola Nitida (Kola) Seed Extract , Caffeine , Algae Extract , Mentha Piperita (Peppermint) , Sea Whip Extract , Peg/Ppg-18/18 Dimethicone , Sodium Hyaluronate , Ppg-6 Decyltetradeceth-30 , Lactobacillus Ferment , Stearamidopropyl Dimethylamine , Longifolene , Acetyl Glucosamine , Capryloyl Glycine , Perilla Aldehyde , 10-Hydroxydecanoic Acid , Polyquaternium-7 , Beta-Caryophyllene , Phospholipids , Sodium Stearate , Sodium Salicylate , Disodium Edta , Phenoxyethanol , Chloroxylenol Rds Product Name: Acne Solutions Clarifying Lotion Division: Cl (Clinique)Active Ingredient: Salicylic Acid 1.50%Water , Alcohol Denat. , Nylon-12 , Butylene Glycol , Hamamelis Virginiana (Witch Hazel) , Laminaria Saccharina Extract , Caffeine , Sucrose , Glycerin , Acetyl Glucosamine , Sorbitol , Sea Whip Extract , Barium Sulfate , 10-Hydroxydecanoic Acid , Silica , Disodium Edta , Benzalkonium Chloride Rds Product Name: Acne Solutions Clearing Moisturize Division: Cl (Clinique)Active Ingredient: Benzoyl Peroxide 2.50%Water , Cyclopentasiloxane , Butylene Glycol , Ceteareth-20 , Dimethicone , Sucrose , Camellia Sinensis (Green Tea) Leaf Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Acetyl Glucosamine , Lactobacillus Ferment , Poria Cocos Sclerotium Extract , Laminaria Saccharina Extract , Polymethyl Methacrylate , Gentiana Lutea (Gentian) Root Extract , Helianthus Annuus (Sunflower) Seedcake , Saccharomyces Lysate Extract , Astrocaryum Murumuru Butter , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Myristyl Alcohol , Glycerin , Zeolite , Algae Extract , Linoleic Acid , 10-Hydroxydecanoic Acid , Cucumis Sativus (Cucumber) Fruit Extract , Caffeine , Cholesterol , Tocopheryl Acetate , Bisabolol , Longifolene , Polysorbate 80 , Sodium Hyaluronate , Beta-Caryophyllene , Propylene Glycol Dicaprate , Capryloyl Glycine , Quaternium-22 , Mentha Piperita (Peppermint) , Perilla Aldehyde , Caprylyl Glycol , Isohexadecane , Xanthan Gum , Disodium Edta , Chloroxylenol , Phenoxyethanol , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
752,Treatment,PETER THOMAS ROTH,AHA/BHA Acne Clearing Gel,54,0.0,"Alcohol Denat.,Aloe Barbadensis Leaf Juice, Arginine, Arnica Montana Flower Extract, Bht, Butylene Glycol, Butylparaben, Citric Acid, Cyclopentasiloxane, Denatonium Benzoate, Diazolidinyl Urea, Disodium Phosphate, Ethylparaben, Glycerin, Glycolic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Glyoxal, Helianthus Annuus(Sunflower) Seed Oil, Hydroxyethylcellulose, Isobutylparben, Methylparaben, Phenoxyethanol, Polysorbate 60, Potassium Sorbate, Propylene Glycol, Propylparaben, Retinyl Palmitate, Sodium Benzoate, Sodium Hydroxide, Sodium Nitrate, Sodium Phosphate, T-Butyl Alcohol, Water.",0,0,0,0,0,High
772,Treatment,BIOEFFECT,EGF Day Serum,145,4.6,"Water, Propylene Glycol, Glycerin, Sorbitol, Carbomer, Sodium Hyaluronate, Phenoxyethanol, Sodium Chloride, Hordeum Vulgare Seed Exract, EGF (Barley Sh-Oligopeptide-1).",1,1,1,1,1,High
784,Treatment,DERMADOCTOR,Calm Cool & Corrected,85,4.0,"Water, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Squalane, Glyceryl Stearate, PEG-100 Stearate, Petrolatum, Glycerin, Cetyl Alcohol, Cyclohexasiloxane, Aloe Barbadensis (Aloe Vera) Leaf Juice, Dimethicone, Methyl Methacrylate/ Glycol Dimethacrylate Crosspolymer, Pentaerythrityl Tetraisostearate, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, PEG-60 Almond Glycerides, Caprylyl Glycol, Nordihydroguaiaretic Acid, Oleanolic Acid, Sodium Hyaluronate, Stearyl Alcohol, Butyrospermum Parkii (Shea Butter), Tocopheryl Acetate (Vitamin E), Camellia Sinensis (White Tea) Leaf Extract, Panthenol, Chamomilla Recutita (Matricaria) Flower Extract, Superoxide Dismutase, Carbomer, Sodium Hydroxide, Citric Acid, Propylene Glycol, Lecithin, Phenoxyethanol, Butylparaben, Ethylparaben, Propylparaben, Methylparaben.",0,0,0,0,0,High
785,Treatment,ESTÉE LAUDER,Perfectionist Pro Rapid Firm + Lift Treatment,75,5.0,"Perfectionist Pro Rpd Frm+Lift Trt Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Butylene Glycol , Caprylic/Capric Triglyceride , Glycerin , Bis-Peg-18 Methyl Ether Dimethyl Silane , Polysorbate 20 , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Polysilicone-11 , Mangifera Indica (Mango) Seed Butter , Phoenix Dactylifera (Date) Fruit Extract , Pisum Sativum (Pea) Extract , Cucumis Sativus (Cucumber) Fruit Extract , Crithmum Maritimum Extract , Laminaria Ochroleuca Extract , Commiphora Mukul Resin Extract , Triticum Vulgare (Wheat) Germ Extract , Bambusa Vulgaris (Bamboo) Extract , Chlorella Vulgaris Extract , Laminaria Saccharina Extract , Brassica Campestris (Rapeseed) Sterols , Helianthus Annuus (Sunflower) Seed Extract , Algae Extract , Hypnea Musciformis (Algae) Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Nymphaea Alba (Water Lily) Flower Extract , Acetyl Glucosamine , Caffeine , Gellidiella Acerosa Extract , Coffea Arabica (Coffee) Seed Extract , Sodium Hyaluronate , Lactic Acid , Propylene Glycol Dicaprate , Saccharide Isomerate , Methyl Gluceth-20 , Ethylhexylglycerin , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Helianthus Annuus (Sunflower) Seedcake , Caprylyl Glycol , Isohexadecane , Tocopheryl Acetate , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Glyceryl Polymethacrylate , Sodium Polyacrylate Starch , Squalane , Sodium Pca , Urea , Zea Mays (Corn) Kernel Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Palmaria Palmata Extract , Polysorbate 80 , Acetyl Hexapeptide-8 , Triolein , Hydrolyzed Rice Extract , Linoleic Acid , Trehalose , Glycine Soja (Soybean) Protein , Glucosamine Hcl , Phospholipids , Laminaria Digitata Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Polyquaternium-51 , Palmitoyl Hexapeptide-12 , Ergothioneine , Aminopropyl Ascorbyl Phosphate , Peg-8 , Phytosteryl Canola Glycerides , Pentylene Glycol , Oleic Acid , Palmitic Acid , Xanthan Gum , Fragrance , Sodium Hydroxide , Citric Acid , Silica , Calcium Chloride , Stearic Acid , Dipropylene Glycol , Sodium Palmitoyl Proline , Disodium Edta , Bht , Potassium Sorbate , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",1,1,1,1,0,High
805,Treatment,CLINIQUE,Acne Solutions All-Over Clearing Treatment Oil-Free,24,4.0,"Water , Cyclopentasiloxane , Butylene Glycol , Ceteareth-20 , Dimethicone , Sucrose , Camellia Sinensis (Green Tea) Leaf Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Acetyl Glucosamine , Lactobacillus Ferment , Poria Cocos Sclerotium Extract , Laminaria Saccharina Extract , Polymethyl Methacrylate , Gentiana Lutea (Gentian) Root Extract , Helianthus Annuus (Sunflower) Seedcake , Saccharomyces Lysate Extract , Astrocaryum Murumuru Butter , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Myristyl Alcohol , Glycerin , Zeolite , Algae Extract , Linoleic Acid , 10-Hydroxydecanoic Acid , Cucumis Sativus (Cucumber) Fruit Extract , Caffeine , Cholesterol , Tocopheryl Acetate , Bisabolol , Longifolene , Polysorbate 80 , Sodium Hyaluronate , Beta-Caryophyllene , Propylene Glycol Dicaprate , Capryloyl Glycine , Quaternium-22 , Mentha Piperita (Peppermint) , Perilla Aldehyde , Caprylyl Glycol , Isohexadecane , Xanthan Gum , Disodium Edta , Chloroxylenol , Phenoxyethanol , Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
816,Treatment,CLARINS,Mission Perfection Serum,74,4.1,"Water, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Isononyl Isononanoate, Cetearyl Ethylhexanoate, C14-22 Alcohols, Dimethicone, Pentylene Glycol Glyceryl Stearate, PEG-100 Stearate, PEG-8, Cetyl Alcohol, Hexylresorcinol, Methyl Methacrylate Crosspolymer, CI 77891/Titanium Dioxide, Sodium Polyacrylate, C12-20 Alkyl Glucoside, Silica, Phenoxyethanol, Polymethyl Methacrylate, Potassium Cetyl Phosphate, Mica, Parfum/Fragrance, Ethylhexylglycerin, Polyacrylamide, Sodium Hyaluronate, Xanthan Gum, Tartaric Acid, Atractyloides Lancea Root Extract, C13-14 Isoparaffin, Disodium EDTA, Caprylyl Glycol, Propylene Glycol, Tamarindus Indica Extract, Spergularia Rubra Extract, Laureth-7, Tocopherol, Malpighia Emarginata (Acerola) Fruit Extract, Ginkgo Biloba Leaf Extract, CI 15985/Yellow 6, CI 14700/Red 4, Sorbic Acid, Sodium Benzoate, Ascorbic Acid.",0,0,0,0,0,High
827,Face Mask,PETER THOMAS ROTH,Mask Frenzy,75,4.8,"Magnesium Sulfate, Butyrospermum Parkii (Shea) Butter, Butylene Glycol, Dimethicone, Shea Butter Glycerides, Caprylic/Capric Triglyceride, Ceteareth-20, Kaolin, Zeolite, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Persica (Peach) Kernel Oil, Rosa Moschata Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glycine Soja (Soybean) Oil, Honey (Mel), Elaeis Guineensis (Palm) Butter, Punica Granatum Fruit Juice, Fagus Sylvatica Bud Extract, Sambucus Nigra Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Glycerin, Illite, Squalane, Hydrogenated Vegetable Oil, Lecithin, Ethylhexyl Palmitate, Dipropylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, Polysilicone-11, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Water/Aqua/Eau, Ethoxydiglycol, Propylene Glycol, Sodium Citrate, Benzyl Alcohol, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",1,1,1,1,1,High
839,Face Mask,ORIGINS,Mini Mask Musts,28,4.1,"-Charcoal: Acts like a magnet to draw out deep-dwelling pore-cloggers. -Apricot Kernel Oils: Quench compromised moisture reserves and help build a reservoir for tomorrow. -Willowherb: Fights dullness and discoloration, helping visibly restore radiance to skin. -Camphor: Rapidly soaks up oily-shine, sloughs off dead cells, and sweeps away debris. Clear Improvement™ Active Charcoal Mask to Clear Pores: Water, Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, PEG-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, PEG-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium EDTA, Dehydroacetic Acid, Phenoxyethanol. Drink Up™ Intensive Overnight Mask to Quench Skin’s Thirst: Water, Rosa Damascena (Rose) Flower Water, Myrtus Communis (Myrtle) Leaf Water, Citrus Aurantium Amara (Bitter Orange) Flower Water, Anthemis Nobilis (Chamomile) Flower Extract, Glycerin, Cetyl Alcohol, Glyceryl Polymethacrylate, Dimethicone, Peg-75, Peg-8, Glycereth-26, Sorbitan Stearate, Ribes Nigrum (Black Currant) Seed Oil*, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Prunus Armeniaca (Apricot) Kernel Oil*, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Linalool, Limonene, Aloe Barbadensis Leaf Extract, Cladosiphon Okamuranus Extract, Oryza Sativa (Rice) Extract, Avena Sativa (Oat) Kernel Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat) Bran Extract, Peg-100 Stearate, Sucrose**, Citrus Aurantium Dulcis (Orange) Peel Wax, Panthenol, Pantethine, Cetyl Ethylhexanoate, Mangifera Indica (Mango) Seed Butter, Prunus Armeniaca (Apricot) Kernel Oil, Persea Gratissima (Avocado) Oil, Butylene Glycol, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Phytosterols, Tocopheryl Acetate, Oryzanol, Bisabolol, Caprylyl Glycol, Potassium Hydroxide, Caffeine, Hexylene Glycol, Sodium Hyaluronate, Dextrin, Carbomer, Disodium Edta, Sodium Dehydroacetate, Phenoxyethanol. Original Skin™ Retexturizing Mask with Rose Clay: Water, Butylene Glycol, Kaolin, Montmorillonite, Polysorbate 20, Jojoba Esters, Peg-100 Stearate, Bentonite, Glycerin, Citrus Grandis (Grapefruit) Peel Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Amyris Balsamifera Bark Oil*, Salvia Sclarea (Clary) Oil*, Anthemis Nobilis Flower Oil*, Rosa Centifolia Flower Extract, Limonene, Linalool, Geraniol, Epilobium Angustifolium Flower\Leaf\Stem Extract, Castanea Sativa (Chestnut) Seed Extract, Albizia Julibrissin Bark Extract, Lecithin, Ethylhexylglycerin, Caprylyl Glycol, Propylene Glycol Laurate, Propylene Glycol Stearate, Peg-150 Distearate, Hypnea Musciformis (Algae) Extract, Gellidiela Acerosa (Algae) Extract, Simethicone, Sodium Hyaluronate, Sorbitan Laurate, Hexylene Glycol, Dehydroacetic Acid, Xanthan Gum, Trisodium Edta, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499). GinZing™ Peel-Off Mask to Refine & Refresh: Water, Alcohol Denat., Polyvinyl Alcohol, Zea Mays (Corn) Starch, Silica, Hexylene Glycol, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Panax Ginseng (Ginseng) Root Extract, Pyrus Malus (Apple) Fruit Extract, Algae Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum (Sugar Cane) Extract/Extrait De Canne Sucre, Isoceteth-20, Caffeine, Xanthan Gum, Aminomethyl Propanol, Carbomer, Phenoxyethanol, Mica, Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891) * Essential Oil. Out of Trouble™ 10 Minute Mask: Water, Cetyl Esters, Zinc Oxide, Titanium Dioxide, Cetyl Alcohol, Cetearyl Alcohol, Glycerin, Glyceryl Stearate, Peg-100 Stearate, Camphor, Ceteareth-20, Salicylic Acid, Colloidal Sulfur, Butylene Glycol, Bentonite, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,0,High
840,Face Mask,LA MER,The Lifting and Firming Mask,250,4.9,"Declustered Water (-)/Aqua/Eau De-Structuree (-), Declustered Water (+)/Aqua/Eau De-Structuree (+), Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Hydrogenated Vegetable Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate, Peg-8 Dimethicone, Peg-10 Dimethicone, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Vitis Vinifera (Grape) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady'S Thistle) Extract, Bupleurum Falcatum Root Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Gelidium Cartilagineum Extract, Glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosmarinus Officinalis (Rosemary) Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Glycine Soja (Soybean) Seed Extract, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Oligopeptide, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate, Yeast Extract/Faex/Extrait De Levure, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8, Potassium Sorbate, Yeast Polysaccharides, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate, Fragrance, Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570)",0,0,0,0,0,High
843,Face Mask,ORIGINS,Clear Improvement® Active Charcoal Mask to Clear Pores,28,4.3,"Water; Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, Peg-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, Peg-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium Edta, Dehydroacetic Acid, Phenoxyethanol Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,1,High
855,Face Mask,FRESH,Lotus Youth Preserve Rescue Mask,62,4.5,"Water, Glycerin, Propylene Glycol Dicaprylate/Dicaprate, Pentylene Glycol, Cetearyl Alcohol, Lithothamnion Calcareum Powder, Caprylic/Capric Triglyceride, Cetearyl Isononanoate, Betaine, Polyacrylate Crosspolymer-6, Steareth-21, Laminaria Saccharina Extract, Cocos Nucifera (Coconut) Shell Powder, Nelumbo Nucifera Seed Powder, Citrus Limon (Lemon) Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ficus Carica (Fig) Fruit Extract, Averrhoa Carambola Leaf Extract, Crithmum Maritimum Extract, Nelumbo Nucifera Flower Extract, Hibiscus Esculentus Fruit Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Tocopherol, Behenyl Alcohol, Cetearyl Glucoside, Dimethicone, Caprylyl Glycol, Butylene Glycol, Cetyl Alcohol, Sodium Polyacrylate Starch, Stearyl Alcohol, Disodium EDTA, Sodium Hyaluronate, BHT, Tetrasodium EDTA, Hydrogenated Vegetable Oil, Caramel, Xanthan Gum, Sorbic Acid, Phenoxyethanol, Limonene, Citral.",0,0,0,0,0,High
