Unnamed: 0,Toxin,Product,Toxicity
155,Propylene Glycol,Advanced Time Zone Age Reversing Line/Wrinkle Eye Creme,High
156,Propylene Glycol,Youth Dose Eye Treatment,High
157,Propylene Glycol,Un-Wrinkle Eye,High
158,Propylene Glycol,Ultimate Miracle Worker Eye Cream,High
159,Propylene Glycol,Clinique Smart Custom-Repair Eye Treatment,High
160,Propylene Glycol,Power K Eye Rescue®,High
161,Propylene Glycol,Helix AM/PM Eye Gel,High
162,Propylene Glycol,Retinol Fusion PM Eye Cream,High
163,Propylene Glycol,Resilience Lift Firming/Sculpting Eye Creme,High
164,Propylene Glycol,Wrinkle Revenge Eye Balm,High
165,Propylene Glycol,Purity Made Simple Hydra-Bounce Eye Gel,High
166,Propylene Glycol,Bright Eyes Collagen-Infused Brightening Colloidal Silver Eye Masks,High
167,Propylene Glycol,Powerful-Strength Line-Reducing Eye-Brightening Concentrate,High
168,Propylene Glycol,Time In A Bottle For Eyes 100% In-Control,High
169,Propylene Glycol,Smoothing and Relaxing Patches with Soothing Cornflower,High
170,Propylene Glycol,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,High
171,Propylene Glycol,Ice-Cold Eye Cream,High
172,Propylene Glycol,MOISTURE BOUND Tinted Treatment Moisturizer SPF 15,High
173,Propylene Glycol,Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,High
174,Propylene Glycol,Perfecting Day Cream Broad Spectrum SPF 30 PA+++,High
175,Propylene Glycol,Advanced Time Zone SPF 15- Normal/Combination Skin,High
176,Propylene Glycol,Ultra Facial Moisturizer SPF 30,High
177,Propylene Glycol,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,High
178,Propylene Glycol,Super Multi-Corrective Cream Sunscreen Broad Spectrum SPF 30,High
179,Propylene Glycol,Tarteguard 30 Vegan Sunscreen Lotion Broad Spectrum SPF 30,High
180,Propylene Glycol,Resurgence® Age–Balancing Moisture Broad Spectrum SPF 30,High
181,Propylene Glycol,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,High
182,Propylene Glycol,City Block Sheer Oil-Free Daily Face Protector SPF 25,High
183,Propylene Glycol,DayWear BB Anti-Oxidant Beauty Benefit Crème SPF 35,High
184,Propylene Glycol,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Combination Oily to Oily Skin,High
185,Propylene Glycol,Oil-Free Face Cream Broad Spectrum SPF 30,High
186,Propylene Glycol,Pro Light Self Tan Bronzing Mist,High
